subspace_dim,test_acc,test_loss
1,0.09799999743700027,2.302584409713745
100,0.7064999938011169,0.8920531272888184
200,0.8338000178337097,0.5455063581466675
300,0.8906000256538391,0.34875181317329407
400,0.916700005531311,0.26674944162368774
500,0.9309999942779541,0.22476059198379517
600,0.9514999985694885,0.159830242395401
700,0.9368000030517578,0.20212166011333466
800,0.9563999772071838,0.13939858973026276
900,0.9556000232696533,0.13714249432086945
1000,0.9614999890327454,0.12213710695505142
1100,0.9638000130653381,0.11187762767076492
1200,0.968999981880188,0.10059170424938202
1300,0.9690999984741211,0.09428461641073227
1400,0.9690999984741211,0.09464544802904129
1500,0.9729999899864197,0.08628693222999573
1600,0.973800003528595,0.08484908193349838
