subspace_dim,test_acc,test_loss
1,0.09799999743700027,2.302584409713745
100,0.6837000250816345,0.9876161813735962
200,0.8041999936103821,0.6272323131561279
300,0.8931999802589417,0.35157719254493713
400,0.9126999974250793,0.286952942609787
500,0.9345999956130981,0.22118283808231354
600,0.9416000247001648,0.18757858872413635
700,0.9514999985694885,0.15466664731502533
800,0.9528999924659729,0.1445053070783615
900,0.9617000222206116,0.12733419239521027
1000,0.9614999890327454,0.12915486097335815
1100,0.9650999903678894,0.11005086451768875
1200,0.9670000076293945,0.1018562763929367
1300,0.970300018787384,0.09452743828296661
1400,0.9733999967575073,0.08795931935310364
1500,0.9743000268936157,0.08557002246379852
1600,0.9724000096321106,0.092471182346344
