subspace_dim,test_acc,test_loss
1,0.09799999743700027,2.302584409713745
100,0.6141999959945679,1.1279559135437012
200,0.8248000144958496,0.5558481216430664
300,0.8913000226020813,0.37074580788612366
400,0.904699981212616,0.30805277824401855
500,0.9178000092506409,0.2760924994945526
600,0.9047999978065491,0.2960267663002014
700,0.9075999855995178,0.29054027795791626
800,0.913100004196167,0.2834846079349518
900,0.9449999928474426,0.17533858120441437
1000,0.9408000111579895,0.1890348494052887
1100,0.9395999908447266,0.19659501314163208
1200,0.9395999908447266,0.18242114782333374
1300,0.9383999705314636,0.2027377486228943
1400,0.9577000141143799,0.13457204401493073
1500,0.9484999775886536,0.1614122837781906
1600,0.9506999850273132,0.15705375373363495
