subspace_dim,test_acc,test_loss
100,0.11349999904632568,2.300726890563965
200,0.11349999904632568,2.3009750843048096
300,0.11349999904632568,2.30057430267334
400,0.11349999904632568,2.300985336303711
500,0.7405999898910522,0.8138278722763062
600,0.11349999904632568,2.3010599613189697
700,0.11349999904632568,2.300668239593506
800,0.11349999904632568,2.301053285598755
900,0.796999990940094,0.6427914500236511
1000,0.11349999904632568,2.3010754585266113
1100,0.11349999904632568,2.301074504852295
1200,0.11349999904632568,2.301056385040283
1300,0.11349999904632568,2.301072835922241
1400,0.11349999904632568,2.3010733127593994
1500,0.11349999904632568,2.3010714054107666
1600,0.11349999904632568,2.3010902404785156
