subspace_dim,test_acc,test_loss
1,0.09799999743700027,2.302584409713745
100,0.5346999764442444,1.4226642847061157
200,0.7009999752044678,0.9220067262649536
300,0.7699999809265137,0.7201457023620605
400,0.8156999945640564,0.5925761461257935
500,0.8443999886512756,0.4986813962459564
600,0.8628000020980835,0.4527636170387268
700,0.8636000156402588,0.43654417991638184
800,0.8827999830245972,0.396111398935318
900,0.8848999738693237,0.3735940158367157
1000,0.8942999839782715,0.3422732651233673
1100,0.8966000080108643,0.3329988420009613
1200,0.897599995136261,0.34556710720062256
1300,0.9063000082969666,0.3095906972885132
1400,0.9078999757766724,0.30684515833854675
1500,0.9070000052452087,0.3129337728023529
1600,0.9136000275611877,0.28129133582115173
