subspace_dim,test_acc,test_loss
100,0.11349999904632568,2.301011085510254
200,0.40290001034736633,1.9440642595291138
300,0.7002000212669373,0.9371494054794312
400,0.5702000260353088,1.5016099214553833
500,0.7717999815940857,0.6986261010169983
600,0.8170999884605408,0.5854331254959106
700,0.8064000010490417,0.6111141443252563
800,0.8463000059127808,0.493364542722702
900,0.8417999744415283,0.50130295753479
1000,0.2574999928474426,2.230055093765259
1100,0.8687999844551086,0.42313769459724426
