subspace_dim,test_acc,test_loss
400,0.7815999984741211,0.6635515093803406
500,0.8111000061035156,0.6020239591598511
600,0.8424999713897705,0.4940337538719177
700,0.845300018787384,0.49528443813323975
800,0.839900016784668,0.5049663186073303
900,0.8467000126838684,0.4867405295372009
1000,0.8733999729156494,0.4187159240245819
1100,0.8862000107765198,0.37204378843307495
1200,0.8871999979019165,0.3628808259963989
1300,0.8977000117301941,0.34067538380622864
1400,0.11349999904632568,2.3011231422424316
1500,0.9013000130653381,0.31899598240852356
1600,0.9013000130653381,0.3167133033275604
