subspace_dim,test_acc,test_loss
100,0.48500001430511475,1.5277765989303589
200,0.6549999713897705,1.045432209968567
400,0.7678999900817871,0.7245892286300659
600,0.8270999789237976,0.5604652166366577
800,0.8421000242233276,0.5016424059867859
1000,0.8737000226974487,0.40910038352012634
1200,0.8802000284194946,0.38466158509254456
1400,0.880299985408783,0.37539586424827576
1600,0.895799994468689,0.34118667244911194
