subspace_dim,test_acc,test_loss
100,0.5206000208854675,1.4292405843734741
200,0.6923999786376953,0.9443636536598206
300,0.76419997215271,0.7492942214012146
400,0.8144999742507935,0.5807070732116699
500,0.8356000185012817,0.5154969096183777
600,0.855400025844574,0.46102169156074524
700,0.8669999837875366,0.4322093725204468
800,0.8842999935150146,0.3785353899002075
900,0.8974999785423279,0.34965574741363525
1000,0.8956999778747559,0.3438017964363098
