subspace_dim,dense (ms),sparse (ms),fastfood (ms),direct (ms)
1000,inf,inf,2933.9911563329224,17.482056000517332
5000,inf,inf,664.0721759995358,17.482056000517332
10000,inf,inf,460.50036066632555,17.482056000517332
50000,inf,inf,315.2033520000259,17.482056000517332
100000,inf,inf,245.28500466658443,17.482056000517332
500000,inf,inf,297.87230466657394,17.482056000517332
1000000,inf,inf,714.5831266667907,17.482056000517332
